base_address,rewards
0x018d98dF763417a7fe387aFda14D60fF3029a71E,3404000000000000000000
0xECe5ad613c9ceE4E925BB9d438abCC485f98BF15,28609000000000000000000
0xb00c42D21F4CC7DDD08d4eE9B31516EC301fA767,21010000000000000000000
0x30BC71c9f9Ce87c34a9677B45B3EE3b88F4280C8,27400000000000000000000
0xA18165018e4E1B0E803a879195E7Cc8E3618639F,11475000000000000000000
0x7Ed0167DBFf33EED5f20fd165406Fa1c96BA4073,24038000000000000000000
0x03b7e346A9e7cF0297d3707eA262cE2b576d37Bf,3793000000000000000000
0x6f62aB0D6709a9f166e69a59ac299cAfAFee26fF,4185000000000000000000
0xC382edbCd99BeA0bdEFb04305DdD3ed8C75810c0,27356000000000000000000
0x55B4a4D0823Dd8debFAF9b27bA6631197bf48D9A,28436000000000000000000
0x2E1A5541eE87976cb4155f725dFcbbC3c475c459,27493000000000000000000
0x6Fea966a1f8DbE5E22416069718FcB394C7ecAb1,23775000000000000000000
0x343426763F6Ed9c3A67f154845C2d73103CBFab7,13771000000000000000000
0x6E6E62A5B96002A06C111a0620531bCd3C2519Cf,29823000000000000000000
0x2F27DF1FB61908584b41747Ef4dA4307b6068efe,6181000000000000000000
0xaA93F57879a9cE1027D0E05072CA42403b88df44,13139000000000000000000
0x23C243c789824191fe995dDCB33E3938DCAbe280,30680000000000000000000
0xB725CF1d74557f68307a9F0480A749a0c8d2c950,14865000000000000000000
0x3ECc255c4ee83E198D743F1DC997668D20FFD8fA,22855000000000000000000
0x8De3f291434479fD4954045209558C44EB3f2786,4616000000000000000000
0xc1899E90503B0339759125Dc6b439FDb9fcDCa28,14354000000000000000000
0x53949781ABc8cAB6A728fa198b30fd33324c7e93,10986000000000000000000
0x6604395003Ba266c2a26362eC617fDcBbDbdA2b0,24434000000000000000000
0x067c463a4aC2D00bCa724A430BF6C29f96EcF0b0,31207000000000000000000
0xbeFb42F5d6F0DC17901Ac2D2506980F550344e03,23432000000000000000000
0xBBd1721c161b5856D7d2Da3Bb4f5d230255B7690,19170000000000000000000
0xF941a9D0C4FBB0C3b301dF28aDBcf0eFFc3C8fBB,16193000000000000000000
0x685EC198dEb068C2577C151234f50d62CE838C3c,18478000000000000000000
0xdFe06da8da358FCEBC6a8AD7e84De1E2663853AD,14375000000000000000000
0xDbCFeC8562e83cD341531A545cCE8bD0Db50b6C5,22732000000000000000000
0x224854c6310AE506931F0b9Bd56EBCa08E1EeF8A,16302000000000000000000
0x5B522a1A0A1b5D24147E29E488858E130a8468B0,4279000000000000000000
0x67AE9980472Bc74802612ba09F96A82FAd5eD4B8,27278000000000000000000
0xf077D0870e1b8e02fbF1885f7F17F9d32C22Fd69,30273000000000000000000
0x7AaF8c4A96a5f901c707d826F63cc96834a4645E,19665000000000000000000
0x36F2284a111e40182e50963475e15f920426273e,36202000000000000000000
0xE7DEcDe9f6Bb47f1e9a224adb9bF21e1F9523198,4111000000000000000000
0xE556B62BcEe1356C0D9b91dfe5Aa31578eB5A95F,17232000000000000000000
0xeaEDfD80146159552cDb8E5323620ca6CB1b851B,22488000000000000000000
0x3A28906AaB25e8DA367d6e4707988b17d2a9546F,6604000000000000000000
0x3190e628893500Fe5fEeC2fe5636920f93e70434,27740000000000000000000
0x109a92A5BC8c1AEde8A04994e5b8A55d645404ad,11711000000000000000000
0x09B5CcF9A42d86Eca16B35034a1EB642E38aed85,19098000000000000000000
0x35c557772033d001bf296680DF8bc33ce9FDB0AF,15508000000000000000000
0xdd0CecFc0Ed9B83c7dc04C92099e07C379cCA80e,34540000000000000000000
0x23b2BdCE9034aE8a72e3e0E5e9b24DB0240405C7,19073000000000000000000
0xAEfdF178f74660Eb10D06c0587758325EC55747f,13337000000000000000000
0x677C47171bBAD978D78118890D4b620709bd3bE7,19997000000000000000000
0x19D8c110BD0cB0992333ae746e8CCc57D1B2E37a,37785000000000000000000
0xA7a4e6299070A26CA7976B181816EC8ea378065d,7483000000000000000000
0xd50C77885773cD15Ce6Da6793f86e9F18aad23Da,28334000000000000000000
0xC8f712De7E365ff2fA22D1559b58cf1B5D7901cB,24139000000000000000000
0x4eABED349c3D08cd723d227a70b1633f5716c1EF,6391000000000000000000
0x2cA30E794BA57EEDd4e87C3d83141898Ab44eCCf,6770000000000000000000
0x8CD87507e3AeA8e076fD316a29a8Db13F544f50c,9538000000000000000000
0xEc7b8E7a8dB9Ad94cAaEdE27A57e22ED1e3ad8C0,13602000000000000000000
0xA2eE3768BB3ab7b1c4A8d6A99c1Ac3EA3dcD788D,30296000000000000000000
0x093827793cf62069044B1Aa8b1a415B70a28eE41,9861000000000000000000
0x65c7F7Be55953eE18D363B0ea8cA4F944fFDe8e6,28564000000000000000000
0xC47c35d877777b505604F1a894C724Fcf102822A,15346000000000000000000
0x6eB956EFb7EC3f353Ac800cd06AB1672D6fb6387,45049000000000000000000
0x4644E5a0888d3c26bC463c8121D1599abd5F5752,36791000000000000000000
0x121Fd7378e38d6C39E1DD68D404244A9D4DB9122,38648000000000000000000
0x58e04bc2af7E1CA89cbeA16770bAfec51f7832fE,36775000000000000000000
0xAeA4921177a65E20DC75932ED3b77d585E425216,22639000000000000000000
0xca43b58626fd11A0ADbb89EA16f3c27c9132bf99,28242000000000000000000
0xC17D526435c0a5242c22163838044fE2EE905143,10109000000000000000000
0xd8e38138f24D691f26D4f018d8Fa0018aa5FD8AC,16029000000000000000000
0x292FF0CF30A4726E63c2c2F94aacFE86FAfFcBe0,36674000000000000000000
0xD5b940FDA413293A5A6d7E827DD630eAb90d4c92,19270000000000000000000
0xe358ce4A280C14cFE802c658B5CaC6220ECB54CD,9897000000000000000000
0xFa0e1c45143BA2F7374A58cef0f559203770D223,40540000000000000000000
0x6f3d7ac264bF78A201E4CB9f09dC393f84B860c2,13683000000000000000000
0xe6cd9E6368CFD8E520224e7368B3584A8A34821d,20681000000000000000000
0xaB6E5C0F3AD90971431E11f1AA2e7976c70a4655,31873000000000000000000
0x202fcB909Ee86e8f3b884dEf0690A5655C269b15,31586000000000000000000
0x429eBA437A01F92CAee54F47F41C37dBAb04De91,15193000000000000000000
0x5964e6e564E9A0C12a47703dEDeb2c5578ad995e,21249000000000000000000
0x0A7648EF063Fa4986796D0AcBbc75387aD5B9067,16887000000000000000000
0xA2760E777B69cD519F0397B1d93bd304A9069F95,50371000000000000000000
0x9A8Bb7dc71bABD1d6D7bee6444B2d537F91ba0e4,40692000000000000000000
0xbDe9f0d8f76BCb494FA0CD4a76305896c09cf27b,42096000000000000000000
0x47BBb0Ba8C8D365d44F1E449aBa25377484A050a,17434000000000000000000
0x9407bA8CdEC0F2F419aB581F617Cc0d4Ca82be67,55654000000000000000000
0x6C0ED9aA7e534C144d3FB35Df7D5C9c820640036,60442000000000000000000
0x69fEE6979eE1495652D985f58365aD2a178a336c,61670000000000000000000
0x55BC5fEBE298Fd0c7545538B41e87C7bCDEE44F7,49918000000000000000000
0xd538cBD57b00B39FC22684C9Fe07EE8811234CaB,37676000000000000000000
0x382273090a3D1ed18e7Fec568Da9d3827D0B5C3e,60587000000000000000000
0xB58C1Fc381037434362f124f655D0F4d8000D929,67647000000000000000000
0xc4E516960388cBA4fce44C437506559D129e5564,57212000000000000000000
0xa5bAb79E3916245ABf1c39E739fC93e786b39675,27398000000000000000000
0xADb25f693bBb8D77784693eadF2db8aCB3d7c822,21333000000000000000000
0x688798De5916950bB46318D73635831Ac19F02d0,54272000000000000000000
0x304cf51D2b379B546967A43265c8A8e461B9af6F,30742000000000000000000
0x34cAd8Cb5cb8171C654E8cF91cf0566a4D807893,66641000000000000000000
0xfaD169d5Ab76791DE379E8b8dbb5d33939d60128,52259000000000000000000
0xC5a6A3a65a773703864016d825819E04F10B3ACb,73540000000000000000000
0x7Ed042a60899ce4F80EF97b306b41fAb290e21E1,58756000000000000000000
0xCf8371262cD18fcB2b1b21027ED38fD905259ebe,13986000000000000000000
0xFa6D56DA31b7797AA84EAA2877F0d9B5cf89dbEf,28851000000000000000000
0x3fc245734A1D38bc666c626D6003151a0Ec48Cc6,113348000000000000000000
0x1a23335D097E327d35B7B288141239137C785030,19715000000000000000000
0x5923d325e48a820e532F83fB297Baf8fA39a81F2,35028000000000000000000
0x53B8A3625acA42a867266B6b5CD70932c536B893,392131000000000000000000
